fecha,sku,tipo,cantidad
2025-10-23,MP-110,Salida consumo,-224
2025-10-24,SP-106,Entrada compra,16
2025-10-24,SP-103,Entrada compra,31
2025-10-24,CP-112,Salida consumo,-37
2025-10-24,CP-114,Salida consumo,-79
2025-10-24,CP-102,Salida consumo,-45
2025-10-24,SA-105,Salida consumo,-6
2025-10-24,SA-109,Entrada compra,6
2025-10-24,PA-103,Entrada producción,4
2025-10-25,SA-100,Salida consumo,-5
2025-10-25,SA-107,Entrada compra,12
2025-10-25,SA-106,Salida consumo,-13
2025-10-25,SA-111,Entrada compra,9
2025-10-26,SP-110,Salida consumo,-42
2025-10-26,CP-112,Ajuste,-2
2025-10-27,PA-103,Salida despliegue,-4
2025-10-27,SP-103,Salida consumo,-31
2025-10-27,SA-109,Salida consumo,-7
2025-10-27,SA-100,Ajuste,-1
2025-10-27,SP-106,Salida consumo,-16
2025-10-28,SA-107,Salida consumo,-12
2025-10-28,SA-111,Salida consumo,-8
2025-11-04,MP-111,Entrada producción,263
2025-11-04,SP-103,Entrada compra,29
2025-11-04,CP-119,Entrada compra,56
2025-11-05,SA-103,Entrada compra,9
2025-11-05,CP-101,Entrada compra,24
2025-11-05,MP-109,Entrada producción,179
2025-11-06,CP-121,Entrada compra,63
2025-11-06,SA-101,Entrada producción,14
2025-11-07,MP-111,Salida consumo,-304
2025-11-07,SP-108,Entrada compra,22
2025-11-07,SP-103,Salida consumo,-36
2025-11-07,CP-119,Salida consumo,-64
2025-11-08,CP-101,Salida consumo,-21
2025-11-08,MP-104,Entrada compra,186
2025-11-08,MP-109,Salida consumo,-183
2025-11-08,CP-117,Entrada compra,39
2025-11-08,SA-103,Salida consumo,-11
2025-11-09,SA-101,Salida consumo,-12
2025-11-09,MP-105,Entrada compra,162
2025-11-09,CP-107,Entrada compra,44
2025-11-09,CP-121,Salida consumo,-55
2025-11-10,SP-102,Entrada compra,25
2025-11-10,SP-108,Salida consumo,-20
2025-11-10,MP-113,Entrada compra,152
2025-11-10,CP-105,Entrada compra,73
2025-11-11,CP-100,Entrada compra,61
2025-11-11,MP-100,Entrada producción,224
2025-11-11,CP-115,Entrada compra,83
2025-11-11,SP-100,Entrada compra,14
2025-11-11,SA-106,Entrada producción,21
2025-11-11,CP-117,Salida consumo,-45
2025-11-11,SA-105,Entrada compra,4
2025-11-11,MP-104,Salida consumo,-220
2025-11-12,CP-107,Salida consumo,-49
2025-11-12,SA-107,Entrada compra,9
2025-11-12,CP-104,Entrada compra,46
2025-11-12,PA-103,Entrada producción,2
2025-11-12,MP-105,Salida consumo,-160
2025-11-13,MP-102,Entrada compra,162
2025-11-13,CP-113,Entrada compra,37
2025-11-13,SP-102,Salida consumo,-24
2025-11-13,SA-100,Entrada compra,9
2025-11-13,MP-103,Entrada compra,190
2025-11-13,SA-110,Entrada compra,15
2025-11-13,CP-105,Salida consumo,-82
2025-11-13,MP-113,Salida consumo,-178
2025-11-14,MP-100,Salida consumo,-231
2025-11-14,CP-115,Salida consumo,-75
2025-11-14,SP-101,Entrada producción,21
2025-11-14,SP-100,Salida consumo,-16
2025-11-14,SP-106,Entrada compra,17
2025-11-14,CP-100,Salida consumo,-74
2025-11-14,SA-105,Salida consumo,-5
2025-11-14,SP-111,Entrada compra,13
2025-11-14,SA-106,Salida consumo,-18
2025-11-15,CP-104,Salida consumo,-37
2025-11-15,SA-107,Salida consumo,-9
2025-11-15,PA-103,Salida despliegue,-2
2025-11-15,MP-108,Entrada compra,92
2025-11-16,SA-110,Salida consumo,-14
2025-11-16,SA-108,Entrada compra,15
2025-11-16,MP-107,Entrada compra,108
2025-11-16,SA-104,Entrada compra,20
2025-11-16,SA-100,Salida consumo,-9
2025-11-16,MP-103,Salida consumo,-174
2025-11-16,CP-112,Entrada compra,35
2025-11-16,CP-113,Salida consumo,-41
2025-11-16,MP-102,Salida consumo,-166
2025-11-17,SP-110,Entrada compra,46
2025-11-17,SA-107,Ajuste,-1
2025-11-17,PA-100,Entrada producción,3
2025-11-17,CP-120,Entrada producción,65
2025-11-17,SP-106,Salida consumo,-20
2025-11-17,CP-110,Entrada compra,31
2025-11-17,SP-111,Salida consumo,-17
2025-11-17,SP-101,Salida consumo,-20
2025-11-18,MP-102,Ajuste,-12
2025-11-18,MP-108,Salida consumo,-78
2025-11-18,CP-118,Entrada compra,49
2025-11-18,CP-116,Entrada compra,30
2025-11-19,MP-112,Entrada compra,318
2025-11-19,MP-107,Salida consumo,-94
2025-11-19,SA-109,Entrada compra,4
2025-11-19,SA-108,Salida consumo,-16
2025-11-19,SA-104,Salida consumo,-17
2025-11-19,SP-106,Ajuste,-2
2025-11-19,CP-112,Salida consumo,-31
2025-11-20,PA-104,Entrada producción,4
2025-11-20,CP-120,Salida consumo,-57
2025-11-20,SP-110,Salida consumo,-49
2025-11-20,CP-110,Salida consumo,-37
2025-11-20,SP-104,Entrada compra,27
2025-11-20,CP-111,Entrada producción,77
2025-11-20,SP-107,Entrada compra,25
2025-11-20,PA-100,Salida despliegue,-3
2025-11-21,CP-116,Salida consumo,-35
2025-11-21,CP-103,Entrada compra,24
2025-11-21,CP-106,Entrada compra,43
2025-11-21,CP-118,Salida consumo,-42
2025-11-21,CP-109,Entrada compra,33
2025-11-21,PA-102,Entrada producción,6
2025-11-22,MP-112,Salida consumo,-266
2025-11-22,SA-109,Salida consumo,-5
2025-11-22,CP-114,Entrada producción,94
2025-11-22,SP-109,Entrada compra,23
2025-11-23,SA-102,Entrada compra,15
2025-11-23,SP-107,Salida consumo,-31
2025-11-23,SP-104,Salida consumo,-26
2025-11-23,CP-102,Entrada compra,48
2025-11-23,PA-104,Salida despliegue,-4
2025-11-23,CP-111,Salida consumo,-70
2025-11-24,MP-106,Entrada compra,62
2025-11-24,PA-101,Entrada producción,2
2025-11-24,MP-110,Entrada compra,249
2025-11-24,SP-105,Entrada compra,16
2025-11-24,CP-109,Salida consumo,-27
2025-11-24,SA-111,Entrada compra,13
2025-11-24,CP-103,Salida consumo,-30
2025-11-24,CP-108,Entrada producción,25
2025-11-24,MP-101,Entrada compra,90
2025-11-24,PA-102,Salida despliegue,-7
2025-11-24,CP-106,Salida consumo,-53
2025-11-25,SP-109,Salida consumo,-20
2025-11-25,CP-114,Salida consumo,-79
2025-11-26,CP-102,Salida consumo,-41
2025-11-26,SA-102,Salida consumo,-13
2025-11-27,MP-110,Salida consumo,-205
2025-11-27,MP-106,Salida consumo,-72
2025-11-27,SA-111,Salida consumo,-15
2025-11-27,PA-101,Salida despliegue,-3
2025-11-27,SP-105,Salida consumo,-18
2025-11-27,MP-101,Salida consumo,-92
2025-11-27,CP-108,Salida consumo,-30
2025-11-29,CP-108,Ajuste,-1
2025-12-04,CP-104,Entrada compra,55
2025-12-04,SA-105,Entrada compra,3
2025-12-05,CP-107,Entrada compra,44
2025-12-05,MP-106,Entrada compra,85
2025-12-05,SP-102,Entrada compra,28
2025-12-06,SP-109,Entrada compra,15
2025-12-06,CP-114,Entrada producción,61
2025-12-07,SA-107,Entrada compra,7
2025-12-07,CP-103,Entrada compra,28
2025-12-07,CP-104,Salida consumo,-53
2025-12-07,SA-105,Salida consumo,-4
2025-12-08,SP-102,Salida consumo,-25
2025-12-08,SP-106,Entrada compra,24
2025-12-08,CP-101,Entrada compra,28
2025-12-08,CP-120,Entrada producción,54
2025-12-08,SA-102,Entrada compra,9
2025-12-08,SP-111,Entrada compra,15
2025-12-08,CP-107,Salida consumo,-54
2025-12-08,PA-103,Entrada producción,1
2025-12-08,MP-106,Salida consumo,-82
2025-12-09,CP-111,Entrada producción,86
2025-12-09,MP-103,Entrada compra,181
2025-12-09,CP-114,Salida consumo,-73
2025-12-09,CP-121,Entrada compra,47
2025-12-09,SP-109,Salida consumo,-19
2025-12-10,MP-107,Entrada compra,148
2025-12-10,SA-109,Entrada compra,13
2025-12-10,CP-119,Entrada compra,56
2025-12-10,CP-103,Salida consumo,-28
2025-12-10,SA-107,Salida consumo,-7
2025-12-10,CP-102,Entrada compra,35
2025-12-11,SA-102,Salida consumo,-9
2025-12-11,CP-116,Entrada compra,36
2025-12-11,CP-101,Salida consumo,-31
2025-12-11,SP-106,Salida consumo,-22
2025-12-11,SP-111,Salida consumo,-16
2025-12-11,CP-120,Salida consumo,-58
2025-12-11,PA-103,Salida despliegue,-2
2025-12-11,SA-104,Entrada compra,15
2025-12-11,SA-103,Entrada compra,18
2025-12-11,MP-102,Entrada compra,180
2025-12-12,CP-121,Salida consumo,-46
2025-12-12,MP-100,Entrada producción,211
2025-12-12,PA-104,Entrada producción,5
2025-12-12,CP-111,Salida consumo,-87
2025-12-12,MP-103,Salida consumo,-153
2025-12-13,CP-119,Salida consumo,-62
2025-12-13,SA-109,Salida consumo,-11
2025-12-13,CP-102,Salida consumo,-43
2025-12-13,CP-101,Ajuste,-1
2025-12-13,SA-110,Entrada compra,19
2025-12-13,MP-107,Salida consumo,-127
2025-12-14,SP-100,Entrada compra,18
2025-12-14,SP-101,Entrada producción,15
2025-12-14,MP-110,Entrada compra,177
2025-12-14,MP-112,Entrada compra,203
2025-12-14,CP-116,Salida consumo,-31
2025-12-14,MP-102,Salida consumo,-168
2025-12-14,SA-104,Salida consumo,-15
2025-12-14,SA-103,Salida consumo,-15
2025-12-15,SA-109,Ajuste,-1
2025-12-15,MP-100,Salida consumo,-222
2025-12-15,PA-104,Salida despliegue,-5
2025-12-15,CP-115,Entrada compra,66
2025-12-16,SP-107,Entrada compra,29
2025-12-16,CP-109,Entrada compra,29
2025-12-16,SA-110,Salida consumo,-18
2025-12-16,CP-106,Entrada compra,56
2025-12-16,MP-105,Entrada compra,180
2025-12-16,CP-118,Entrada compra,32
2025-12-17,MP-110,Salida consumo,-213
2025-12-17,CP-113,Entrada compra,74
2025-12-17,MP-112,Salida consumo,-248
2025-12-17,CP-112,Entrada compra,30
2025-12-17,SP-101,Salida consumo,-17
2025-12-17,SP-100,Salida consumo,-20
2025-12-17,CP-100,Entrada compra,53
2025-12-18,CP-115,Salida consumo,-54
2025-12-18,MP-108,Entrada compra,71
2025-12-19,MP-105,Salida consumo,-187
2025-12-19,CP-118,Salida consumo,-33
2025-12-19,SP-107,Salida consumo,-24
2025-12-19,CP-106,Salida consumo,-67
2025-12-19,CP-110,Entrada compra,36
2025-12-19,CP-109,Salida consumo,-33
2025-12-20,CP-112,Salida consumo,-30
2025-12-20,SP-103,Entrada compra,39
2025-12-20,MP-109,Entrada producción,178
2025-12-20,CP-113,Salida consumo,-68
2025-12-20,CP-100,Salida consumo,-58
2025-12-20,PA-100,Entrada producción,1
2025-12-20,CP-108,Entrada producción,34
2025-12-20,SA-108,Entrada compra,7
2025-12-21,SP-104,Entrada compra,39
2025-12-21,MP-108,Salida consumo,-78
2025-12-21,MP-113,Entrada compra,215
2025-12-21,SP-105,Entrada compra,16
2025-12-22,MP-101,Entrada compra,100
2025-12-22,CP-105,Entrada compra,80
2025-12-22,SP-110,Entrada compra,42
2025-12-22,SA-100,Entrada compra,7
2025-12-22,CP-110,Salida consumo,-43
2025-12-23,SA-106,Entrada producción,12
2025-12-23,PA-100,Salida despliegue,-2
2025-12-23,CP-117,Entrada compra,52
2025-12-23,MP-109,Salida consumo,-157
2025-12-23,SP-103,Salida consumo,-32
2025-12-23,SA-108,Salida consumo,-8
2025-12-23,CP-108,Salida consumo,-37
2025-12-24,SP-104,Salida consumo,-34
2025-12-24,SA-111,Entrada compra,7
2025-12-24,SP-105,Salida consumo,-16
2025-12-24,MP-113,Salida consumo,-192
2025-12-24,CP-110,Ajuste,-2
2025-12-25,PA-101,Entrada producción,3
2025-12-25,SA-101,Entrada producción,6
2025-12-25,MP-101,Salida consumo,-99
2025-12-25,SA-100,Salida consumo,-7
2025-12-25,SP-108,Entrada compra,19
2025-12-25,MP-104,Entrada compra,239
2025-12-25,PA-102,Entrada producción,3
2025-12-25,MP-111,Entrada producción,314
2025-12-25,CP-105,Salida consumo,-79
2025-12-25,SP-110,Salida consumo,-50
2025-12-26,SA-106,Salida consumo,-16
2025-12-26,CP-117,Salida consumo,-61
2025-12-27,SA-111,Salida consumo,-7
2025-12-28,SP-108,Salida consumo,-23
2025-12-28,SA-101,Salida consumo,-7
2025-12-28,MP-104,Salida consumo,-202
2025-12-28,MP-111,Salida consumo,-294
2025-12-28,PA-102,Salida despliegue,-3
2025-12-28,PA-101,Salida despliegue,-4
2026-01-04,SP-109,Entrada compra,26
2026-01-04,SP-104,Entrada compra,49
2026-01-05,SP-102,Entrada compra,30
2026-01-05,CP-112,Entrada compra,36
2026-01-05,SA-103,Entrada compra,15
2026-01-05,MP-105,Entrada compra,203
2026-01-05,CP-121,Entrada compra,55
2026-01-06,MP-108,Entrada compra,91
2026-01-06,CP-111,Entrada producción,62
2026-01-06,CP-100,Entrada compra,86
2026-01-07,MP-101,Entrada compra,84
2026-01-07,SA-109,Entrada compra,9
2026-01-07,SP-104,Salida consumo,-40
2026-01-07,CP-104,Entrada compra,45
2026-01-07,SP-109,Salida consumo,-30
2026-01-07,SP-108,Entrada compra,24
2026-01-08,MP-105,Salida consumo,-173
2026-01-08,CP-121,Salida consumo,-60
2026-01-08,SP-102,Salida consumo,-32
2026-01-08,SA-103,Salida consumo,-15
2026-01-08,CP-112,Salida consumo,-45
2026-01-09,SA-105,Entrada compra,6
2026-01-09,MP-108,Salida consumo,-91
2026-01-09,CP-100,Salida consumo,-92
2026-01-09,CP-111,Salida consumo,-73
2026-01-09,MP-107,Entrada compra,108
2026-01-09,SA-108,Entrada compra,15
2026-01-09,SP-105,Entrada compra,22
2026-01-10,CP-104,Salida consumo,-53
2026-01-10,MP-101,Salida consumo,-89
2026-01-10,SA-109,Salida consumo,-8
2026-01-10,SP-108,Salida consumo,-26
2026-01-11,SP-107,Entrada compra,30
2026-01-12,SP-105,Salida consumo,-21
2026-01-12,CP-104,Ajuste,-6
2026-01-12,MP-107,Salida consumo,-111
2026-01-12,SA-108,Salida consumo,-13
2026-01-12,SA-100,Entrada compra,7
2026-01-12,CP-118,Entrada compra,38
2026-01-12,CP-105,Entrada compra,106
2026-01-12,SA-105,Salida consumo,-8
2026-01-13,MP-102,Entrada compra,201
2026-01-13,CP-108,Entrada producción,47
2026-01-13,PA-101,Entrada producción,3
2026-01-14,SP-107,Salida consumo,-31
2026-01-14,SP-111,Entrada compra,19
2026-01-14,SA-101,Entrada producción,12
2026-01-15,SA-100,Salida consumo,-9
2026-01-15,SA-110,Entrada compra,26
2026-01-15,MP-112,Entrada compra,260
2026-01-15,CP-118,Salida consumo,-35
2026-01-15,CP-119,Entrada compra,59
2026-01-15,CP-105,Salida consumo,-101
2026-01-16,SA-102,Entrada compra,9
2026-01-16,MP-100,Entrada producción,276
2026-01-16,CP-117,Entrada compra,55
2026-01-16,PA-101,Salida despliegue,-4
2026-01-16,MP-102,Salida consumo,-193
2026-01-16,CP-116,Entrada compra,45
2026-01-16,CP-108,Salida consumo,-41
2026-01-16,MP-110,Entrada compra,223
2026-01-16,PA-103,Entrada producción,2
2026-01-17,SA-106,Entrada producción,14
2026-01-17,SA-107,Entrada compra,12
2026-01-17,CP-115,Entrada compra,71
2026-01-17,SA-101,Salida consumo,-14
2026-01-17,CP-120,Entrada producción,69
2026-01-17,SP-111,Salida consumo,-17
2026-01-17,CP-109,Entrada compra,42
2026-01-18,MP-106,Entrada compra,80
2026-01-18,SA-110,Salida consumo,-25
2026-01-18,SP-110,Entrada compra,31
2026-01-18,SP-106,Entrada compra,19
2026-01-18,MP-112,Salida consumo,-264
2026-01-18,CP-119,Salida consumo,-68
2026-01-19,CP-116,Salida consumo,-37
2026-01-19,MP-100,Salida consumo,-243
2026-01-19,PA-103,Salida despliegue,-3
2026-01-19,MP-110,Salida consumo,-219
2026-01-19,CP-117,Salida consumo,-56
2026-01-19,SA-102,Salida consumo,-9
2026-01-19,CP-110,Entrada compra,42
2026-01-19,SA-104,Entrada compra,17
2026-01-20,SA-106,Salida consumo,-16
2026-01-20,SA-107,Salida consumo,-13
2026-01-20,CP-115,Salida consumo,-65
2026-01-20,CP-101,Entrada compra,19
2026-01-20,MP-104,Entrada compra,162
2026-01-20,CP-120,Salida consumo,-74
2026-01-20,CP-109,Salida consumo,-42
2026-01-20,CP-107,Entrada compra,60
2026-01-20,SP-100,Entrada compra,17
2026-01-20,CP-102,Entrada compra,46
2026-01-21,SP-110,Salida consumo,-38
2026-01-21,SA-111,Entrada compra,10
2026-01-21,SP-106,Salida consumo,-20
2026-01-21,MP-106,Salida consumo,-75
2026-01-22,CP-110,Salida consumo,-52
2026-01-22,SA-104,Salida consumo,-18
2026-01-22,PA-104,Entrada producción,5
2026-01-22,MP-113,Entrada compra,193
2026-01-22,PA-100,Entrada producción,4
2026-01-22,MP-103,Entrada compra,188
2026-01-22,CP-103,Entrada compra,28
2026-01-23,SP-100,Salida consumo,-14
2026-01-23,CP-101,Salida consumo,-17
2026-01-23,CP-106,Entrada compra,83
2026-01-23,MP-109,Entrada producción,157
2026-01-23,CP-107,Salida consumo,-52
2026-01-23,CP-113,Entrada compra,43
2026-01-23,CP-102,Salida consumo,-41
2026-01-23,MP-104,Salida consumo,-172
2026-01-24,SP-101,Entrada producción,9
2026-01-24,SA-111,Salida consumo,-9
2026-01-24,MP-111,Entrada producción,284
2026-01-25,MP-113,Salida consumo,-187
2026-01-25,CP-114,Entrada producción,72
2026-01-25,SP-103,Entrada compra,33
2026-01-25,CP-103,Salida consumo,-24
2026-01-25,PA-100,Salida despliegue,-4
2026-01-25,PA-102,Entrada producción,3
2026-01-25,PA-104,Salida despliegue,-7
2026-01-25,MP-103,Salida consumo,-193
2026-01-26,MP-109,Salida consumo,-173
2026-01-26,CP-106,Salida consumo,-76
2026-01-26,CP-113,Salida consumo,-52
2026-01-27,SP-101,Salida consumo,-9
2026-01-27,MP-111,Salida consumo,-296
2026-01-28,PA-102,Salida despliegue,-4
2026-01-28,SP-103,Salida consumo,-31
2026-01-28,CP-114,Salida consumo,-88
2026-02-04,CP-107,Entrada compra,72
2026-02-04,SA-107,Entrada compra,10
2026-02-04,CP-114,Entrada producción,85
2026-02-05,CP-121,Entrada compra,49
2026-02-06,SA-101,Entrada producción,13
2026-02-07,SA-107,Salida consumo,-10
2026-02-07,SP-109,Entrada compra,26
2026-02-07,CP-115,Entrada compra,89
2026-02-07,CP-114,Salida consumo,-74
2026-02-07,CP-107,Salida consumo,-64
2026-02-08,MP-108,Entrada compra,101
2026-02-08,CP-109,Entrada compra,32
2026-02-08,SP-103,Entrada compra,30
2026-02-08,CP-121,Salida consumo,-55
2026-02-09,CP-118,Entrada compra,30
2026-02-09,SP-101,Entrada producción,13
2026-02-09,SA-101,Salida consumo,-12
2026-02-09,CP-112,Entrada compra,39
2026-02-10,SA-105,Entrada compra,4
2026-02-10,MP-105,Entrada compra,235
2026-02-10,CP-115,Salida consumo,-82
2026-02-10,SP-109,Salida consumo,-23
2026-02-10,SA-108,Entrada compra,9
2026-02-11,CP-104,Entrada compra,54
2026-02-11,SP-103,Salida consumo,-34
2026-02-11,MP-111,Entrada producción,329
2026-02-11,PA-102,Entrada producción,2
2026-02-11,CP-109,Salida consumo,-36
2026-02-11,SP-100,Entrada compra,12
2026-02-11,PA-103,Entrada producción,5
2026-02-11,MP-108,Salida consumo,-88
2026-02-12,MP-107,Entrada compra,131
2026-02-12,SP-101,Salida consumo,-15
2026-02-12,SP-111,Entrada compra,23
2026-02-12,CP-118,Salida consumo,-32
2026-02-12,CP-103,Entrada compra,44
2026-02-12,MP-102,Entrada compra,175
2026-02-12,CP-112,Salida consumo,-33
2026-02-13,SA-102,Entrada compra,15
2026-02-13,SA-108,Salida consumo,-12
2026-02-13,CP-117,Entrada compra,76
2026-02-13,MP-105,Salida consumo,-228
2026-02-13,SA-105,Salida consumo,-4
2026-02-14,CP-110,Entrada compra,42
2026-02-14,PA-103,Salida despliegue,-5
2026-02-14,CP-105,Entrada compra,95
2026-02-14,PA-102,Salida despliegue,-2
2026-02-14,CP-116,Entrada compra,35
2026-02-14,SP-100,Salida consumo,-13
2026-02-14,MP-111,Salida consumo,-294
2026-02-14,SA-110,Entrada compra,28
2026-02-14,CP-104,Salida consumo,-61
2026-02-14,MP-110,Entrada compra,212
2026-02-15,MP-102,Salida consumo,-193
2026-02-15,SP-111,Salida consumo,-23
2026-02-15,MP-103,Entrada compra,192
2026-02-15,MP-113,Entrada compra,255
2026-02-15,SA-100,Entrada compra,6
2026-02-15,MP-107,Salida consumo,-142
2026-02-15,SA-103,Entrada compra,19
2026-02-15,CP-103,Salida consumo,-41
2026-02-15,PA-101,Entrada producción,2
2026-02-15,MP-112,Entrada compra,260
2026-02-16,SA-102,Salida consumo,-17
2026-02-16,SP-100,Ajuste,-2
2026-02-16,CP-106,Entrada compra,62
2026-02-16,CP-117,Salida consumo,-67
2026-02-16,CP-119,Entrada compra,81
2026-02-16,CP-100,Entrada compra,71
2026-02-17,MP-110,Salida consumo,-237
2026-02-17,SP-110,Entrada compra,58
2026-02-17,SA-110,Salida consumo,-27
2026-02-17,CP-105,Salida consumo,-94
2026-02-17,CP-116,Salida consumo,-36
2026-02-17,CP-102,Entrada compra,54
2026-02-17,CP-110,Salida consumo,-48
2026-02-17,SA-109,Entrada compra,10
2026-02-18,MP-113,Salida consumo,-210
2026-02-18,SA-100,Salida consumo,-7
2026-02-18,MP-112,Salida consumo,-307
2026-02-18,CP-120,Entrada producción,93
2026-02-18,PA-101,Salida despliegue,-3
2026-02-18,CP-111,Entrada producción,84
2026-02-18,SA-103,Salida consumo,-21
2026-02-18,MP-103,Salida consumo,-187
2026-02-18,SP-107,Entrada compra,29
2026-02-18,SP-108,Entrada compra,21
2026-02-19,CP-100,Salida consumo,-85
2026-02-19,CP-119,Salida consumo,-67
2026-02-19,SP-102,Entrada compra,34
2026-02-19,CP-106,Salida consumo,-74
2026-02-19,CP-108,Entrada producción,43
2026-02-20,SA-106,Entrada producción,23
2026-02-20,MP-112,Ajuste,-15
2026-02-20,SP-110,Salida consumo,-61
2026-02-20,PA-104,Entrada producción,7
2026-02-20,CP-102,Salida consumo,-52
2026-02-20,SA-109,Salida consumo,-11
2026-02-21,SA-104,Entrada compra,15
2026-02-21,MP-104,Entrada compra,199
2026-02-21,SA-111,Entrada compra,6
2026-02-21,CP-111,Salida consumo,-89
2026-02-21,PA-100,Entrada producción,3
2026-02-21,SP-107,Salida consumo,-35
2026-02-21,SP-108,Salida consumo,-21
2026-02-21,CP-120,Salida consumo,-77
2026-02-22,MP-101,Entrada compra,119
2026-02-22,SP-110,Ajuste,-7
2026-02-22,CP-108,Salida consumo,-46
2026-02-22,SP-102,Salida consumo,-30
2026-02-23,CP-101,Entrada compra,37
2026-02-23,CP-113,Entrada compra,78
2026-02-23,SA-106,Salida consumo,-22
2026-02-23,PA-104,Salida despliegue,-6
2026-02-23,MP-106,Entrada compra,78
2026-02-23,MP-100,Entrada producción,274
2026-02-24,MP-109,Entrada producción,217
2026-02-24,SA-104,Salida consumo,-13
2026-02-24,PA-100,Salida despliegue,-4
2026-02-24,SA-111,Salida consumo,-7
2026-02-24,CP-108,Ajuste,-1
2026-02-24,MP-104,Salida consumo,-227
2026-02-25,MP-101,Salida consumo,-103
2026-02-25,SP-105,Entrada compra,19
2026-02-25,SP-104,Entrada compra,46
2026-02-25,SP-106,Entrada compra,22
2026-02-26,SA-111,Ajuste,-1
2026-02-26,MP-100,Salida consumo,-265
2026-02-26,MP-106,Salida consumo,-87
2026-02-26,CP-113,Salida consumo,-75
2026-02-26,CP-101,Salida consumo,-37
2026-02-27,MP-109,Salida consumo,-192
2026-02-28,SP-106,Salida consumo,-23
2026-02-28,SP-105,Salida consumo,-22
2026-02-28,SP-104,Salida consumo,-43
2026-03-04,MP-111,Entrada producción,442
2026-03-04,CP-104,Entrada compra,53
2026-03-04,CP-119,Entrada compra,80
2026-03-04,SP-109,Entrada compra,22
2026-03-05,MP-100,Entrada producción,306
2026-03-06,MP-106,Entrada compra,138
2026-03-06,CP-120,Entrada producción,97
2026-03-06,MP-108,Entrada compra,97
2026-03-06,SP-100,Entrada compra,15
2026-03-06,MP-105,Entrada compra,260
2026-03-06,MP-107,Entrada compra,126
2026-03-07,CP-119,Salida consumo,-80
2026-03-07,MP-111,Salida consumo,-385
2026-03-07,SP-103,Entrada compra,56
2026-03-07,SP-108,Entrada compra,32
2026-03-07,CP-104,Salida consumo,-53
2026-03-07,SP-109,Salida consumo,-22
2026-03-08,MP-110,Entrada compra,225
2026-03-08,MP-101,Entrada compra,84
2026-03-08,MP-100,Salida consumo,-301
2026-03-08,CP-115,Entrada compra,61
2026-03-09,CP-120,Salida consumo,-83
2026-03-09,MP-112,Entrada compra,405
2026-03-09,SA-103,Entrada compra,17
2026-03-09,MP-106,Salida consumo,-121
2026-03-09,MP-107,Salida consumo,-140
2026-03-09,MP-108,Salida consumo,-106
2026-03-09,SP-106,Entrada compra,22
2026-03-09,SP-100,Salida consumo,-14
2026-03-09,MP-105,Salida consumo,-237
2026-03-10,SP-102,Entrada compra,30
2026-03-10,CP-106,Entrada compra,105
2026-03-10,SP-108,Salida consumo,-34
2026-03-10,SP-103,Salida consumo,-53
2026-03-11,SP-105,Entrada compra,24
2026-03-11,SP-107,Entrada compra,36
2026-03-11,CP-114,Entrada producción,90
2026-03-11,MP-101,Salida consumo,-106
2026-03-11,MP-113,Entrada compra,165
2026-03-11,SA-101,Entrada producción,12
2026-03-11,CP-115,Salida consumo,-74
2026-03-11,SA-100,Entrada compra,13
2026-03-11,MP-110,Salida consumo,-277
2026-03-12,CP-112,Entrada compra,45
2026-03-12,MP-112,Salida consumo,-348
2026-03-12,SP-106,Salida consumo,-22
2026-03-12,SA-103,Salida consumo,-15
2026-03-12,PA-102,Entrada producción,5
2026-03-13,CP-101,Entrada compra,38
2026-03-13,SP-102,Salida consumo,-31
2026-03-13,CP-106,Salida consumo,-96
2026-03-14,SA-101,Salida consumo,-15
2026-03-14,CP-107,Entrada compra,57
2026-03-14,SP-105,Salida consumo,-21
2026-03-14,SP-107,Salida consumo,-43
2026-03-14,SA-100,Salida consumo,-12
2026-03-14,CP-114,Salida consumo,-97
2026-03-14,MP-113,Salida consumo,-182
2026-03-14,SA-108,Entrada compra,13
2026-03-15,CP-116,Entrada compra,38
2026-03-15,PA-102,Salida despliegue,-5
2026-03-15,SA-102,Entrada compra,10
2026-03-15,CP-112,Salida consumo,-39
2026-03-15,MP-109,Entrada producción,174
2026-03-15,SA-105,Entrada compra,5
2026-03-16,CP-101,Salida consumo,-36
2026-03-16,MP-113,Ajuste,-6
2026-03-17,SP-101,Entrada producción,16
2026-03-17,SA-110,Entrada compra,25
2026-03-17,CP-117,Entrada compra,66
2026-03-17,CP-107,Salida consumo,-68
2026-03-17,SA-109,Entrada compra,8
2026-03-17,SA-108,Salida consumo,-15
2026-03-17,CP-102,Entrada compra,77
2026-03-18,CP-116,Salida consumo,-34
2026-03-18,SA-102,Salida consumo,-11
2026-03-18,MP-109,Salida consumo,-196
2026-03-18,SA-105,Salida consumo,-6
2026-03-19,CP-105,Entrada compra,123
2026-03-20,SA-109,Salida consumo,-8
2026-03-20,MP-103,Entrada compra,192
2026-03-20,CP-102,Salida consumo,-74
2026-03-20,SP-101,Salida consumo,-19
2026-03-20,CP-100,Entrada compra,96
2026-03-20,SA-110,Salida consumo,-23
2026-03-20,SA-106,Entrada producción,13
2026-03-20,CP-117,Salida consumo,-70
2026-03-21,PA-100,Entrada producción,6
2026-03-21,CP-121,Entrada compra,81
2026-03-21,SP-111,Entrada compra,35
2026-03-22,CP-105,Salida consumo,-106
2026-03-23,PA-104,Entrada producción,3
2026-03-23,CP-109,Entrada compra,41
2026-03-23,SA-111,Entrada compra,14
